timestamp,camera,t0_capture,t1_encode_start,t2_encode_end,t3_pyo3,t4_agg,t5_ui,total_latency_ms
2026-09-19 16:56:37.717,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817197.663,1789817197.668,1789817197.674,1789817197.681,1789817197.681,1789817197.717,54.62
2026-09-19 16:56:37.806,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817197.715,1789817197.717,1789817197.728,1789817197.732,1789817197.732,1789817197.806,91.33
2026-09-19 16:56:37.866,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817197.780,1789817197.784,1789817197.793,1789817197.798,1789817197.798,1789817197.866,86.22
2026-09-19 16:56:37.872,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817197.844,1789817197.849,1789817197.853,1789817197.858,1789817197.858,1789817197.873,29.11
2026-09-19 16:56:37.931,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817197.911,1789817197.916,1789817197.919,1789817197.923,1789817197.923,1789817197.931,20.23
2026-09-19 16:56:37.992,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817197.979,1789817197.983,1789817197.986,1789817197.987,1789817197.987,1789817197.993,13.33
2026-09-19 16:56:38.048,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817198.027,1789817198.031,1789817198.035,1789817198.041,1789817198.041,1789817198.048,21.64
2026-09-19 16:56:38.114,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817198.097,1789817198.098,1789817198.102,1789817198.106,1789817198.106,1789817198.115,17.63
2026-09-19 16:56:38.168,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817198.148,1789817198.153,1789817198.156,1789817198.158,1789817198.158,1789817198.168,20.14
2026-09-19 16:56:38.244,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817198.229,1789817198.230,1789817198.233,1789817198.238,1789817198.238,1789817198.245,15.51
2026-09-19 16:56:38.331,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817198.315,1789817198.319,1789817198.323,1789817198.324,1789817198.324,1789817198.332,17.04
2026-09-19 16:56:38.405,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817198.382,1789817198.386,1789817198.389,1789817198.395,1789817198.395,1789817198.405,23.01
2026-09-19 16:56:38.460,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817198.436,1789817198.440,1789817198.444,1789817198.450,1789817198.450,1789817198.460,24.21
2026-09-19 16:56:38.575,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817198.558,1789817198.558,1789817198.561,1789817198.567,1789817198.567,1789817198.575,17.38
2026-09-19 16:56:38.672,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817198.655,1789817198.657,1789817198.659,1789817198.664,1789817198.664,1789817198.672,17.17
2026-09-19 16:56:38.755,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817198.720,1789817198.734,1789817198.740,1789817198.745,1789817198.745,1789817198.756,35.78
2026-09-19 16:56:38.829,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817198.810,1789817198.811,1789817198.816,1789817198.820,1789817198.820,1789817198.829,19.20
2026-09-19 16:56:38.890,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817198.870,1789817198.878,1789817198.882,1789817198.884,1789817198.885,1789817198.891,21.04
2026-09-19 16:56:38.983,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817198.969,1789817198.970,1789817198.974,1789817198.976,1789817198.976,1789817198.983,13.75
2026-09-19 16:56:39.060,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817199.038,1789817199.042,1789817199.046,1789817199.051,1789817199.051,1789817199.061,22.50
2026-09-19 16:56:39.169,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817199.147,1789817199.151,1789817199.154,1789817199.159,1789817199.159,1789817199.170,22.44
2026-09-19 16:56:39.232,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817199.216,1789817199.218,1789817199.222,1789817199.225,1789817199.225,1789817199.232,15.76
2026-09-19 16:56:39.292,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817199.268,1789817199.273,1789817199.276,1789817199.279,1789817199.279,1789817199.292,24.73
2026-09-19 16:56:39.364,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817199.345,1789817199.350,1789817199.354,1789817199.359,1789817199.359,1789817199.364,19.06
2026-09-19 16:56:39.431,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817199.417,1789817199.417,1789817199.422,1789817199.423,1789817199.423,1789817199.432,15.07
2026-09-19 16:56:39.487,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817199.471,1789817199.476,1789817199.480,1789817199.482,1789817199.482,1789817199.488,16.53
2026-09-19 16:56:39.559,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817199.541,1789817199.543,1789817199.548,1789817199.551,1789817199.551,1789817199.559,18.17
2026-09-19 16:56:39.659,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817199.640,1789817199.641,1789817199.643,1789817199.648,1789817199.648,1789817199.659,18.68
2026-09-19 16:56:39.733,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817199.719,1789817199.723,1789817199.727,1789817199.728,1789817199.728,1789817199.734,14.32
2026-09-19 16:56:39.841,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817199.824,1789817199.826,1789817199.829,1789817199.835,1789817199.835,1789817199.842,17.72
2026-09-19 16:56:39.908,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817199.893,1789817199.893,1789817199.898,1789817199.900,1789817199.900,1789817199.908,15.70
2026-09-19 16:56:40.013,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817199.991,1789817199.996,1789817199.999,1789817200.002,1789817200.002,1789817200.014,22.98
2026-09-19 16:56:40.079,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817200.053,1789817200.063,1789817200.067,1789817200.073,1789817200.073,1789817200.079,26.25
2026-09-19 16:56:40.169,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817200.153,1789817200.156,1789817200.159,1789817200.163,1789817200.163,1789817200.170,16.32
2026-09-19 16:56:40.239,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817200.222,1789817200.223,1789817200.226,1789817200.229,1789817200.229,1789817200.239,17.67
2026-09-19 16:56:40.290,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817200.275,1789817200.276,1789817200.280,1789817200.283,1789817200.283,1789817200.290,15.39
2026-09-19 16:56:40.395,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817200.375,1789817200.377,1789817200.381,1789817200.384,1789817200.385,1789817200.396,20.23
2026-09-19 16:56:40.449,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817200.435,1789817200.437,1789817200.440,1789817200.443,1789817200.443,1789817200.449,14.56
2026-09-19 16:56:40.666,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817200.647,1789817200.649,1789817200.652,1789817200.655,1789817200.655,1789817200.666,19.08
2026-09-19 16:56:40.874,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817200.854,1789817200.856,1789817200.860,1789817200.863,1789817200.864,1789817200.874,20.07
2026-09-19 16:56:40.957,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817200.941,1789817200.944,1789817200.946,1789817200.949,1789817200.949,1789817200.958,16.46
2026-09-19 16:56:41.026,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817201.010,1789817201.011,1789817201.016,1789817201.019,1789817201.019,1789817201.027,16.43
2026-09-19 16:56:41.101,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817201.081,1789817201.083,1789817201.086,1789817201.089,1789817201.089,1789817201.101,20.58
2026-09-19 16:56:41.217,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817201.201,1789817201.201,1789817201.204,1789817201.207,1789817201.207,1789817201.218,17.04
2026-09-19 16:56:41.322,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817201.302,1789817201.304,1789817201.307,1789817201.313,1789817201.313,1789817201.322,20.31
2026-09-19 16:56:41.383,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817201.363,1789817201.371,1789817201.375,1789817201.377,1789817201.377,1789817201.383,19.89
2026-09-19 16:56:41.497,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817201.479,1789817201.484,1789817201.487,1789817201.490,1789817201.490,1789817201.497,18.10
2026-09-19 16:56:41.566,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817201.542,1789817201.551,1789817201.556,1789817201.560,1789817201.560,1789817201.567,25.02
2026-09-19 16:56:41.683,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817201.663,1789817201.664,1789817201.668,1789817201.672,1789817201.672,1789817201.684,20.11
2026-09-19 16:56:41.745,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817201.729,1789817201.731,1789817201.735,1789817201.737,1789817201.737,1789817201.746,17.03
2026-09-19 16:56:41.901,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817201.883,1789817201.883,1789817201.887,1789817201.890,1789817201.890,1789817201.902,19.16
2026-09-19 16:56:41.966,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817201.928,1789817201.950,1789817201.954,1789817201.959,1789817201.960,1789817201.966,37.93
2026-09-19 16:56:42.082,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817202.067,1789817202.068,1789817202.072,1789817202.076,1789817202.076,1789817202.082,15.80
2026-09-19 16:56:42.196,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817202.177,1789817202.182,1789817202.185,1789817202.189,1789817202.189,1789817202.197,19.49
2026-09-19 16:56:42.282,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817202.268,1789817202.269,1789817202.273,1789817202.275,1789817202.275,1789817202.282,14.07
2026-09-19 16:56:42.419,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817202.397,1789817202.401,1789817202.404,1789817202.407,1789817202.407,1789817202.419,21.71
2026-09-19 16:56:42.485,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817202.452,1789817202.468,1789817202.471,1789817202.477,1789817202.477,1789817202.486,33.77
2026-09-19 16:56:42.553,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817202.526,1789817202.535,1789817202.540,1789817202.547,1789817202.547,1789817202.554,27.47
2026-09-19 16:56:42.634,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817202.614,1789817202.617,1789817202.620,1789817202.622,1789817202.622,1789817202.635,20.47
2026-09-19 16:56:42.699,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817202.681,1789817202.684,1789817202.687,1789817202.693,1789817202.693,1789817202.699,18.30
2026-09-19 16:56:42.757,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817202.737,1789817202.738,1789817202.741,1789817202.746,1789817202.746,1789817202.758,21.02
2026-09-19 16:56:42.837,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817202.818,1789817202.821,1789817202.825,1789817202.827,1789817202.827,1789817202.837,18.78
2026-09-19 16:56:42.905,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817202.856,1789817202.888,1789817202.893,1789817202.898,1789817202.898,1789817202.906,49.33
2026-09-19 16:56:42.964,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817202.944,1789817202.947,1789817202.950,1789817202.957,1789817202.957,1789817202.964,20.28
2026-09-19 16:56:43.082,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817203.063,1789817203.065,1789817203.068,1789817203.075,1789817203.075,1789817203.082,19.30
2026-09-19 16:56:43.150,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817203.111,1789817203.132,1789817203.138,1789817203.140,1789817203.140,1789817203.150,38.76
2026-09-19 16:56:43.215,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817203.191,1789817203.200,1789817203.203,1789817203.206,1789817203.206,1789817203.216,25.13
2026-09-19 16:56:43.324,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817203.306,1789817203.308,1789817203.310,1789817203.313,1789817203.313,1789817203.324,17.87
2026-09-19 16:56:43.416,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817203.396,1789817203.400,1789817203.404,1789817203.410,1789817203.410,1789817203.417,20.87
2026-09-19 16:56:43.479,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817203.458,1789817203.459,1789817203.463,1789817203.468,1789817203.468,1789817203.480,21.32
2026-09-19 16:56:43.667,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817203.642,1789817203.645,1789817203.649,1789817203.654,1789817203.654,1789817203.668,25.75
2026-09-19 16:56:43.804,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817203.784,1789817203.784,1789817203.788,1789817203.793,1789817203.793,1789817203.805,20.79
2026-09-19 16:56:43.873,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817203.841,1789817203.856,1789817203.861,1789817203.867,1789817203.867,1789817203.873,32.35
2026-09-19 16:56:43.940,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817203.907,1789817203.923,1789817203.929,1789817203.932,1789817203.932,1789817203.941,33.40
2026-09-19 16:56:44.009,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817203.987,1789817203.990,1789817203.995,1789817203.997,1789817203.998,1789817204.009,21.86
2026-09-19 16:56:44.100,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817204.085,1789817204.088,1789817204.092,1789817204.094,1789817204.094,1789817204.100,14.78
2026-09-19 16:56:44.184,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817204.167,1789817204.170,1789817204.175,1789817204.177,1789817204.177,1789817204.184,17.16
2026-09-19 16:56:44.253,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817204.216,1789817204.237,1789817204.240,1789817204.243,1789817204.243,1789817204.254,38.34
2026-09-19 16:56:44.323,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817204.282,1789817204.304,1789817204.308,1789817204.314,1789817204.314,1789817204.324,41.51
2026-09-19 16:56:44.407,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817204.390,1789817204.392,1789817204.396,1789817204.400,1789817204.400,1789817204.408,17.82
2026-09-19 16:56:44.477,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817204.449,1789817204.459,1789817204.463,1789817204.465,1789817204.465,1789817204.477,28.15
2026-09-19 16:56:44.551,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817204.535,1789817204.537,1789817204.540,1789817204.545,1789817204.545,1789817204.551,16.52
2026-09-19 16:56:44.629,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817204.602,1789817204.609,1789817204.615,1789817204.621,1789817204.621,1789817204.630,27.59
2026-09-19 16:56:44.735,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817204.713,1789817204.717,1789817204.721,1789817204.724,1789817204.724,1789817204.735,21.83
2026-09-19 16:56:44.812,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817204.796,1789817204.800,1789817204.803,1789817204.806,1789817204.806,1789817204.812,15.69
2026-09-19 16:56:44.895,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817204.880,1789817204.882,1789817204.886,1789817204.889,1789817204.889,1789817204.896,15.99
2026-09-19 16:56:44.970,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817204.936,1789817204.949,1789817204.953,1789817204.959,1789817204.959,1789817204.970,34.58
2026-09-19 16:56:45.056,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817205.037,1789817205.041,1789817205.045,1789817205.050,1789817205.051,1789817205.057,19.80
2026-09-19 16:56:45.139,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817205.119,1789817205.124,1789817205.127,1789817205.132,1789817205.132,1789817205.140,20.39
2026-09-19 16:56:45.237,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817205.212,1789817205.217,1789817205.220,1789817205.224,1789817205.224,1789817205.238,25.63
2026-09-19 16:56:45.306,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817205.293,1789817205.294,1789817205.298,1789817205.300,1789817205.300,1789817205.307,14.14
2026-09-19 16:56:45.400,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817205.383,1789817205.386,1789817205.390,1789817205.392,1789817205.392,1789817205.400,17.37
2026-09-19 16:56:45.458,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817205.438,1789817205.441,1789817205.444,1789817205.446,1789817205.446,1789817205.459,20.99
2026-09-19 16:56:45.523,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817205.478,1789817205.508,1789817205.511,1789817205.517,1789817205.517,1789817205.524,46.02
2026-09-19 16:56:45.590,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817205.570,1789817205.574,1789817205.580,1789817205.582,1789817205.582,1789817205.591,20.72
2026-09-19 16:56:45.649,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817205.629,1789817205.634,1789817205.637,1789817205.641,1789817205.642,1789817205.649,20.33
2026-09-19 16:56:45.724,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817205.708,1789817205.711,1789817205.715,1789817205.718,1789817205.718,1789817205.725,17.10
2026-09-19 16:56:45.799,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817205.778,1789817205.783,1789817205.786,1789817205.789,1789817205.789,1789817205.800,21.63
2026-09-19 16:56:45.900,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817205.882,1789817205.886,1789817205.889,1789817205.891,1789817205.891,1789817205.900,18.36
2026-09-19 16:56:45.970,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817205.949,1789817205.953,1789817205.957,1789817205.963,1789817205.963,1789817205.971,21.24
2026-09-19 16:56:46.027,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817206.003,1789817206.007,1789817206.011,1789817206.016,1789817206.016,1789817206.027,24.13
2026-09-19 16:56:46.097,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817206.077,1789817206.084,1789817206.087,1789817206.092,1789817206.092,1789817206.098,20.94
2026-09-19 16:56:46.178,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817206.159,1789817206.161,1789817206.166,1789817206.172,1789817206.172,1789817206.179,20.27
2026-09-19 16:56:46.263,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817206.238,1789817206.243,1789817206.247,1789817206.253,1789817206.253,1789817206.263,24.80
2026-09-19 16:56:46.329,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817206.311,1789817206.315,1789817206.320,1789817206.323,1789817206.323,1789817206.330,19.11
2026-09-19 16:56:46.400,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817206.378,1789817206.379,1789817206.383,1789817206.387,1789817206.387,1789817206.400,21.76
2026-09-19 16:56:46.460,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817206.441,1789817206.446,1789817206.450,1789817206.453,1789817206.454,1789817206.461,19.71
2026-09-19 16:56:46.561,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817206.545,1789817206.549,1789817206.553,1789817206.556,1789817206.556,1789817206.562,16.64
2026-09-19 16:56:46.633,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817206.608,1789817206.616,1789817206.622,1789817206.626,1789817206.626,1789817206.634,26.13
2026-09-19 16:56:46.733,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817206.714,1789817206.714,1789817206.717,1789817206.723,1789817206.724,1789817206.734,20.01
2026-09-19 16:56:46.799,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817206.770,1789817206.786,1789817206.789,1789817206.793,1789817206.793,1789817206.800,29.81
2026-09-19 16:56:46.905,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817206.890,1789817206.894,1789817206.897,1789817206.900,1789817206.900,1789817206.906,15.34
2026-09-19 16:56:46.984,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817206.962,1789817206.966,1789817206.971,1789817206.976,1789817206.976,1789817206.984,21.96
2026-09-19 16:56:47.097,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817207.075,1789817207.079,1789817207.082,1789817207.085,1789817207.085,1789817207.098,23.09
2026-09-19 16:56:47.147,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817207.124,1789817207.128,1789817207.133,1789817207.138,1789817207.138,1789817207.147,23.90
2026-09-19 16:56:47.214,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817207.191,1789817207.195,1789817207.198,1789817207.204,1789817207.204,1789817207.214,23.36
2026-09-19 16:56:47.298,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817207.280,1789817207.282,1789817207.286,1789817207.292,1789817207.292,1789817207.299,18.67
2026-09-19 16:56:47.367,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817207.336,1789817207.349,1789817207.355,1789817207.357,1789817207.357,1789817207.367,31.81
2026-09-19 16:56:47.433,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817207.406,1789817207.417,1789817207.420,1789817207.422,1789817207.422,1789817207.433,26.99
2026-09-19 16:56:47.499,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817207.473,1789817207.483,1789817207.487,1789817207.493,1789817207.493,1789817207.499,26.52
2026-09-19 16:56:47.577,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817207.558,1789817207.558,1789817207.563,1789817207.568,1789817207.568,1789817207.578,20.44
2026-09-19 16:56:47.641,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817207.606,1789817207.625,1789817207.630,1789817207.635,1789817207.635,1789817207.642,35.26
2026-09-19 16:56:47.728,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817207.710,1789817207.713,1789817207.716,1789817207.720,1789817207.720,1789817207.728,18.08
2026-09-19 16:56:47.798,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817207.785,1789817207.785,1789817207.788,1789817207.791,1789817207.791,1789817207.799,13.78
2026-09-19 16:56:47.916,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817207.901,1789817207.904,1789817207.906,1789817207.910,1789817207.910,1789817207.917,16.11
2026-09-19 16:56:47.989,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817207.950,1789817207.971,1789817207.976,1789817207.981,1789817207.981,1789817207.989,39.49
2026-09-19 16:56:48.124,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817208.100,1789817208.105,1789817208.108,1789817208.114,1789817208.114,1789817208.125,24.24
2026-09-19 16:56:48.185,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817208.158,1789817208.172,1789817208.176,1789817208.179,1789817208.179,1789817208.186,27.79
2026-09-19 16:56:48.269,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817208.239,1789817208.249,1789817208.255,1789817208.261,1789817208.261,1789817208.269,30.80
2026-09-19 16:56:48.339,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817208.321,1789817208.321,1789817208.324,1789817208.327,1789817208.327,1789817208.340,18.86
2026-09-19 16:56:48.425,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817208.409,1789817208.409,1789817208.413,1789817208.419,1789817208.419,1789817208.425,16.29
2026-09-19 16:56:48.503,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817208.482,1789817208.486,1789817208.491,1789817208.495,1789817208.495,1789817208.503,21.38
2026-09-19 16:56:48.559,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817208.541,1789817208.545,1789817208.549,1789817208.554,1789817208.554,1789817208.560,18.42
2026-09-19 16:56:48.632,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817208.607,1789817208.612,1789817208.618,1789817208.624,1789817208.624,1789817208.633,25.38
2026-09-19 16:56:48.726,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817208.710,1789817208.710,1789817208.713,1789817208.716,1789817208.716,1789817208.727,17.05
2026-09-19 16:56:48.794,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817208.776,1789817208.777,1789817208.781,1789817208.788,1789817208.788,1789817208.794,18.36
2026-09-19 16:56:48.885,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817208.874,1789817208.874,1789817208.878,1789817208.879,1789817208.879,1789817208.886,11.33
2026-09-19 16:56:48.960,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817208.938,1789817208.941,1789817208.945,1789817208.950,1789817208.950,1789817208.961,22.46
2026-09-19 16:56:49.069,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817209.047,1789817209.050,1789817209.053,1789817209.057,1789817209.057,1789817209.069,21.86
2026-09-19 16:56:49.129,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817209.114,1789817209.117,1789817209.121,1789817209.122,1789817209.122,1789817209.129,15.64
2026-09-19 16:56:49.224,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817209.205,1789817209.209,1789817209.214,1789817209.218,1789817209.218,1789817209.225,19.61
2026-09-19 16:56:49.306,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817209.284,1789817209.287,1789817209.290,1789817209.293,1789817209.293,1789817209.306,22.31
2026-09-19 16:56:49.396,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817209.381,1789817209.385,1789817209.388,1789817209.390,1789817209.390,1789817209.396,14.89
2026-09-19 16:56:49.469,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817209.440,1789817209.451,1789817209.457,1789817209.461,1789817209.461,1789817209.469,29.28
2026-09-19 16:56:49.572,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817209.546,1789817209.549,1789817209.554,1789817209.558,1789817209.558,1789817209.572,26.45
2026-09-19 16:56:49.640,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817209.615,1789817209.616,1789817209.622,1789817209.627,1789817209.627,1789817209.640,25.21
2026-09-19 16:56:49.736,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817209.719,1789817209.724,1789817209.727,1789817209.728,1789817209.729,1789817209.737,17.44
2026-09-19 16:56:49.808,onvif-e9b03eab-61a3-46bd-9f42-888fd59ddbc4,1789817209.771,1789817209.791,1789817209.797,1789817209.799,1789817209.799,1789817209.809,38.41
